state,sdca,std_code
MH,PANJI,832
MH,PONDA,8343
MH,SANGUEM,8345
MH,BASMATNAGAR,2454
MH,GANGAKHED,2453
MH,HINGOLI,2456
MH,JINTDOR,2457
MH,KALAMNURI,2455
MH,PARBHANI,2452
MH,PATHARI,2451
MH,ALIBAGH,2141
MH,KARJAT,2148
MH,KHOPOLI,2192
MH,MAHAD,2145
MH,MAHASALA,2149
MH,MANGAON,2140
MH,MURUD,2144
MH,PALI,2142
MH,PEN,2143
MH,POLADPUR,2191
MH,ROHA,2194
MH,SHRIVARDHAN,2147
MH,BARAMATI,2112
MH,BHOR,2113
MH,CHINCHWAD,212
MH,DAUND,2117
MH,INDAPUR,2111
MH,JUNNAR,2132
MH,KEDGAON,2119
MH,KHADAKWASALA,230
MH,LONAVALA,2114
MH,MANCHAR,2133
MH,NAHAVARA,2137
MH,PIRANGUT,2139
MH,PUNE,20
MH,RAJGURUNAGAR,2135
MH,SASWAD,2115
MH,SHIRUR,2138
MH,URLIKANCHAN,2136
MH,VELHE,2130
MH,WALCHANDNAGAR,2118
MH,CHIPLUN,2355
MH,DAPOLI,2358
MH,GUHAGAR,2359
MH,KHED,2356
MH,LANGA,2351
MH,MADANGAD,2350
MH,MALGUND,2357
MH,RAJAPUR,2353
MH,RATNAGIRI,2352
MH,,2354
MH,ATPADI,2343
MH,ISLAMPUR,2342
MH,JATH,2344
MH,KAVATHEMANKAL,2341
MH,SANGLI,233
MH,SHIRALA,2345
MH,TASGAON,2346
MH,VITA,2347
MH,DHIWADI,2165
MH,KARAD,2164
MH,KOREGAON,2163
MH,MAHABALESWAR,2168
MH,MAHASWAD,2373
MH,MEDHA,2378
MH,PATAN,2372
MH,PHALTAN,2166
MH,PUSEGAON,2375
MH,SAKARWADI,2160
MH,SATARA,2162
MH,SHIRWAL,2169
MH,VADUJ,2161
MH,WAI,2167
MH,WATHAR,2371
MH,AKKALKOT,2181
MH,BARSI,2184
MH,KARMALA,2182
MH,MADHA,2183
MH,MALSURAS,2185
MH,MANGALWEDHA,2188
MH,MOHOL,2189
MH,PANDHARPUR,2186
MH,SANGOLA,2187
MH,SHOLAPUR,217
MH,ARVI,7157
MH,DEOLI,7158
MH,HINGANGHAT,7153
MH,SAMUDRAPUR,7151
MH,SELOO,7155
MH,TALEGAOKARANGAL,7156
MH,WARDHA,7152
MH,BABHULGAON,7203
MH,DARWAHA,7238
MH,DIGRAS,7234
MH,GHATANJI,7230
MH,KALAMB,7201
MH,MAREGAON,7236
MH,MARIGAON,7237
MH,PANDHARKAWADA,7235
MH,PUSAD,7233
MH,RALEGAON,7202
MH,UMARKHED,7231
MH,WANI,7239
MH,YEOTMAL,7232
MP,BARPALLI,7813
MP,BILASPUR,7752
MP,CHANDIPARA,7818
MP,DABHARA,7758
MP,JANJGIR,7817
MP,KATHGHORA,7815
MP,KORBA,7759
MP,KOTA,7753
MP,LORMI,7756
MP,MARWAHI,7750
MP,MUNGELI,7755
MP,PALI,7816
MP,PANDARIA,7754
MP,PANDISHANKAR,7819
MP,PASAN,7811
MP,PENDRA,7751
MP,SHAKTI,7757
MP,UPRODA,7810
MP,BALOD,7749
MP,BEMETARA,7824
MP,BERLA,7825
MP,BODLA,7740
MP,CHHURIAKALA,7745
MP,CHUIKHADAN,7743
MP,DALLIRAJHARA,7748
MP,DHAMDA,7821
MP,DONGARGARH,7823
MP,DURG,788
MP,KAWARDHA,7741
MP,KHAIRAGARH,7820
MP,MANPUR,7746
MP,MOHLA,7747
MP,PATAN,7826
MP,RAJANDGAON,7744
MP,ANTAGARH,7847
MP,BACHELI,7857
MP,BADERAJPUR,7849
MP,BASTANAR,7862
MP,BHAIRONGARH,7789
MP,BHANUPRATAPPUR,7850
MP,BHOPALPATNAM,7851
MP,BIJAPUR,7853
MP,BOKABAND,7867
MP,CHINGAMUT,7863
MP,CHINGMUT,7855
MP,DANTEWADA,7856
MP,DURGAKONDAL,7843
MP,GARPA,7846
MP,GOGUNDA,7865
MP,ILAMIDI,7854
MP,JAGDALPUR,7782
MP,JARWA,7787
MP,KANKER,7868
MP,KESKAL,7848
MP,KONDAGAON,7786
MP,KONTA,7866
MP,KOYELIBEDA,7840
MP,KUAKUNDA,7858
MP,LOHADIGUNDAH,7859
MP,LUCKWADA,7788
MP,MAKODI,7785
MP,NARAINPUR,7781
MP,NETANAR,7861
MP,PADAMKOT,7783
MP,PAKHANJUR,7844
MP,PARASGAON,7784
MP,SARONA,7841
MP,SUKMA,7864
MP,TOYNAR,7852
MP,BAGICHA,7769
MP,DHARAMJAIGARH,7766
MP,GHARGHODA,7767
MP,JASHPURNAGAR,7763
MP,KUNKURI,7764
MP,PATHALGAON,7765
MP,RAIGARH,7762
MP,SARANGGARH,7768
MP,TAPKARA,7761
MP,ARANG,7720
MP,BAGBAHERA,7707
MP,BALODABAZAR,7727
MP,BASANA,7724
MP,BHATAPARA,7726
MP,BHILAIGARH,7729
MP,DEOBHOG,7704
MP,DHAMTARI,7722
MP,GARIABAND,7706
MP,KASDOL,7728
MP,KURUD,7705
MP,MAHASAMUND,7723
MP,MANPUR,7703
MP,NAGRI,7700
MP,NEORA,7721
MP,PINGESHWAR,7701
MP,RAIPUR,771
MP,SARAIPALI,7725
MP,AMBIKAPUR,7774
MP,BAIKUNTHPUR,7836
MP,BALRAMPUR,7831
MP,BHARATHPUR,7835
MP,KATHDOL,7770
MP,MANENDRAGARH,7771
MP,ODGI,7773
MP,PRATAPPUR,7777
MP,PREMNAGAR,7776
MP,RAJPUR,7832
MP,RAMCHANDRAPUR,7779
MP,SEMARIA,7778
MP,SITAPUR,7834
MP,SURAJPUR,7775
MP,UDAIPUR,7833
MP,WADRAINAGAR,7772
MP,BAIHAR,7636
MP,BALAGHAT,7632
MP,BIRSA,7637
MP,DAMOH,7638
MP,KATANGI,7630
MP,LAMTA,7634
MP,LANJI,7635
MP,WARASEONI,7633
MP,ATNER,7144
MP,BETUL,7141
MP,BHAINSDEHI,7143
MP,BHIMPUR,7142
MP,CHICHOLI,7145
MP,GHORANDOGRI,7146
MP,MULTAI,7147
MP,PRABHA PATTAN,7148
MP,ASHTA,7560
MP,BERASIA,7565
MP,BHOPAL,755
MP,BUDHNI,7564
MP,ICHHAWAR,7561
MP,NASRULLAGANJ,7563
MP,SEHORE,7562
MP,BADAMALHERA,7689
MP,BALDEOGARH,7684
MP,BIJAWAR,7608
MP,BUXWAHA,7609
MP,CHHATARPUR,7682
MP,GOURIHAR,7688
MP,JATARA,7681
MP,KHAJURAHO,7686
MP,LAUNDI,7687
MP,NIWARI,7680
MP,NOWGAON,7685
MP,TIKAMGARH,7683
MP,AMARWADA,7167
MP,BATKAKHAPA,7169
MP,CHAURAI,7166
MP,CHHINDWARA,7162
MP,HARRAI,7168
MP,JAMAI,7160
MP,PANDHURNA,7164
MP,PARASIA,7161
MP,SAUNSAR,7165
MP,TAMIA,7149
MP,DAMOH,7812
MP,HATTA,7604
MP,JABERA,7606
MP,PATERA,7605
MP,PATHARIA,7601
MP,TENDUKHEDA,7603
MP,BAGLI,7271
MP,DEWAS,7272
MP,KANNOD,7273
MP,KHATEGAON,7274
MP,SONKATCH,7270
MP,BADNAWAR,7295
MP,DHAR,7292
MP,DHARAMPURI,7294
MP,KUKSHI,7297
MP,MANAWAR,7291
MP,SARDARPUR,7296
MP,ARONE,7545
MP,ASHOKNAGAR,7543
MP,BAMORI,7540
MP,CHACHAURA,7546
MP,CHANDERI,7547
MP,GUNA,7542
MP,ISAGARH,7541
MP,MUNGAOLI,7548
MP,RAGHOGARH,7544
MP,BHANDER,7523
MP,BHITARWAR,7525
MP,DABRA,7524
MP,DATIA,7522
MP,GHATIGAON,7526
MP,GWALIOR,751
MP,SEONDHA,7521
MP,DEPALPUR,7322
MP,INDORE,731
MP,MHOW,7324
MP,SANWER,7321
MP,HARDA,7577
MP,HOSHANGABAD,7574
MP,ITARSI,7572
MP,KHIRKIYA,7571
MP,PACHMARHI,7578
MP,PIPARIA,7576
MP,SEONIMALWA,7570
MP,SOHAGPUR,7575
MP,TIMARANI,7573
MP,JABALPUR,761
MP,KATNI,7622
MP,KUNDAM,7623
MP,PATAN,7621
MP,SIHORA,7624
MP,UMARIAPAN,7625
MP,VIJAYRAGHOGARH,7626
MP,ALIRAJPUR,7394
MP,JHABUA,7392
MP,JOBAT,7393
MP,PETLAWAD,7391
MP,SONDHWA,7395
MP,THANDLA,7390
MP,BALDI,7326
MP,BURHANPUR,7325
MP,HARSUD,7327
MP,KHAKNER,7329
MP,KHALWA,7328
MP,KHANDWA,733
MP,PANDHANA,7320
MP,PUNASA,7323
MP,BADWANI,7290
MP,BARWAHA,7280
MP,BHIKANGAON,7288
MP,GOGAON,7287
MP,KASRAWAD,7285
MP,KHARGONE,7282
MP,KHETIA,7286
MP,MAHESHWAR,7283
MP,RAJPUR,7284
MP,SENDHWA,7281
MP,ZHIRNIA,7289
MP,BIJADANDI,7643
MP,DINDORI,7644
MP,GHUGHARI,7647
MP,KAKAIYA,7649
MP,KARANJIA,7645
MP,MANDLA,7642
MP,MAWAI,7648
MP,NAINPUR,7646
MP,NIWAS,7641
MP,SHAHPUR,7640
MP,BHANPURA,7427
MP,GAROTH,7425
MP,JAWAD,7420
MP,MALHARGARH,7424
MP,MANASA,7421
MP,MANDSAUR,7422
MP,NEEMUCH,7423
MP,SITAMAU,7426
MP,AMBAH,7538
MP,BARODA,7531
MP,BHIND,7534
MP,BIJAYPUR,7528
MP,GOHAD,7539
MP,JORA,7537
MP,KARHAL,7533
MP,LAHER,7529
MP,MEHGAON,7527
MP,MORENA,7532
MP,RAGHUNATHPUR,7535
MP,SABALGARH,7536
MP,SHEOPURKALAN,7530
MP,BABAICHICHLI,7790
MP,GADARWARA,7791
MP,GOTEGAON,7794
MP,KARELI,7793
MP,NARSINGHPUR,7792
MP,AJAIGARH,7730
MP,GUNNORE,7731
MP,PANNA,7732
MP,PAWAI,7733
MP,SHAHNAGAR,7734
MP,BARELI,7486
MP,BEGAMGANJ,7487
MP,GAIRATGANJ,7481
MP,GOHARGANJ,7480
MP,RAISEN,7482
MP,SILWANI,7484
MP,UDAIPURA,7485
MP,BIAORA,7374
MP,KHILCHIPUR,7370
MP,NARSINGHARH,7375
MP,RAJGARH,7372
MP,SARANGPUR,7371
MP,ALOT,7410
MP,JAORA,7414
MP,RATLAM,7412
MP,SAILANA,7413
MP,HANUMANA,7664
MP,MAUGANJ,7663
MP,REWA,7662
MP,SIRMOUR,7660
MP,TEONTHAR,7661
MP,BANDA,7583
MP,BINA,7580
MP,DEORI,7586
MP,KHURAI,7581
MP,RAHATGARH,7584
MP,REHLI,7585
MP,SAGAR,7582
MP,AMARPATAN,7675
MP,JAITWARA,7671
MP,MAIHAR,7674
MP,MAJHAGWAN,7670
MP,NAGOD,7673
MP,SATNA,7672
MP,CHHAPARA,7691
MP,GHANSOUR,7693
MP,GOPALGANJ,7695
MP,KEOLARI,7694
MP,LAKHNADON,7690
MP,SEONI,7692
MP,BANDHAVGARH,7653
MP,BEOHARI,7650
MP,BIRSINGHPUR,7655
MP,JAISINGHNAGAR,7651
MP,JAITHARI,7659
MP,JAITPUR,7657
MP,KANNODI,7656
MP,KARPA,7628
MP,KOTMA,7658
MP,MANPUR,7627
MP,PUSHPRAJGARH,7629
MP,SHAHDOL,7652
MP,AGAR,7362
MP,BERCHHA,7363
MP,SHAJAPUR,7364
MP,SHUJALPUR,7360
MP,SUSNER,7361
MP,BADARWAS,7495
MP,KARERA,7493
MP,KHANIADHANA,7497
MP,KOLARAS,7494
MP,NARWAR,7491
MP,PICHHORE,7496
MP,POHARI,7490
MP,SHIVPURI,7492
MP,CHITRANGI,7806
MP,CHURHAT,7802
MP,DEOSAR,7801
MP,KUSMI,7804
MP,MAJHOLI,7803
MP,SIDHI,7822
MP,SINGRAULI,7805
MP,BADNAGAR,7367
MP,GHATIA,7368
MP,KHACHROD,7366
MP,MAHIDPURCITY,7365
MP,TARANA,7369
MP,UJJAIN,734
MP,GANJBASODA,7594
MP,GYRASPUR,7596
MP,KURWAI,7593
MP,LATERI,7590
MP,NATERAN,7595
MP,SIRONJ,7591
MP,VIDISHA,7592
ND,NEW DELHI,11
NE,SEPPA,3787
NE,TALI,3790
NE,TALIHA,3791
NE,TAWANG,3794
NE,TEZU,3804
NE,TUTING,3799
NE,YANGKIYANG,3777
NE,MECHUKA,3793
NE,ALONG,3783
NE,ANINI,3801
NE,BAMENG,3785
NE,BASAR,3795
NE,CHANGLANG,3808
NE,CHOWKHEM,3806
NE,DAPORIZO,3792
NE,DIRANG,3780
NE,HAYULIANG,3805
NE,HURI,3789
NE,ITANAGAR,360
NE,JAIRAMPUR,3800
NE,KALAKTUNG (BOMDILA),3782
NE,KHONSA,3786
NE,KOLARING,3788
NE,MARIYANG,3798
NE,MIAO,3807
NE,NEFRA,3784
NE,PAKKEKESANG,3778
NE,PANGIN,3797
NE,PASSIGHAT,368
NE,ROING-I,3803
NE,ROING-II (ARDA),3802
NE,ROING-III (MARISO),3779
NE,SAGALEE,3809
NE,TURA,3651
NE,WILLIAMNAGAR,3658
NE,BISHENPUR,3879
NE,CHAKPIKARONG,3878
NE,CHANDEL,3872
NE,CHURCHANDPUR,3874
NE,IMPHAL,385
NE,JIRIBAM,3876
NE,MAO (KORANG),3871
NE,SADARHILLS (KANGPOKAI),3880
NE,TAMENGLONG,3877
NE,THINGHAT,3873
NE,THONBAL,3848
NE,UKHRUL CENTRAL,3845
NE,UKHRURSOUTH (KASSEMKHULEN),3870
NE,AMLAREN (DAWKI),3653
NE,BAGHMARA,3639
NE,CHERRAPUNJEE,3637
NE,DADENGIRI (PHULBARI),3650
NE,JOWAI,3652
NE,KHLIEHRIAT,3655
NE,MAIRANG,3657
NE,MAWKYRWAT,3656
NE,NONGPOH,3638
NE,NONGSTOIN,3654
NE,,3659
NE,SHILLONG,364
NE,AIZAWAL-I,389
NE,AIZWAL-II (SERCHIP),3838
NE,CHAMPA-I,3831
NE,CHAMPAI-II (CHIAPUI),3830
NE,DEMAGIRI,3834
NE,KOLASIB,3837
NE,LUNGLEH,372
NE,SAIHA-I,3835
NE,SAIHA-II (TUIPANG),3836
NE,DIMAPUR,3862
NE,JALUKIE,3839
NE,KIPHIRE,3863
NE,KOHIMA,370
NE,MOKOKCHUNG,369
NE,MON,3869
NE,PHEK,3865
NE,TUENGSANG,3861
NE,WOKHA,3860
NE,ZUENHEBOTO,3867
NE,AGARTALA,381
NE,AMBASA,3826
NE,BELONIA,3823
NE,DHARAM NAGAR,3822
NE,KAILSAHAR,3824
NE,KHOWAI,3825
NE,R.K.PUR,3821
OR,BALANGIR,6652
OR,BIRMAHARAJPUR,6651
OR,DUNGURIPALI,6653
OR,KANTABHANJI,6657
OR,PATNAGARH,6648
OR,SONAPUR,6654
OR,TITLAGARH,6655
OR,BALASORE,6782
OR,BASTA,6781
OR,BHADRAK,6784
OR,CHANDBALI,6786
OR,SORO,6788
OR,BANGIRIPOSI,6791
OR,BARIPADA,6792
OR,BETANATI,6793
OR,JASHIPUR,6797
OR,KARANJIA,6796
OR,RAIRANGPUR,6794
OR,UDALA,6795
OR,ASKA,6822
OR,BERHAMPUR,680
OR,BHANJANAGAR,6821
OR,BUGUDA,6818
OR,CHHATRAPUR,6811
OR,DIGAPAHANDI,6814
OR,KHALIKOTE,6810
OR,MOHANA,6816
OR,PARLAKHEMUNDI,6815
OR,R.UDAYIGIRI,6817
OR,SURADA,6819
OR,BHAWANIPATNA,6670
OR,DHARAMGARH,6672
OR,JAYAPATNA,6673
OR,KOMANA,6679
OR,M.RAMPUR,6676
OR,NARLAROAD,6677
OR,NOWPARATAN,6678
OR,RAJKHARIAR,6671
OR,T.RAMPUR,6675
OR,BALUGAON,6756
OR,BHUBANESHWAR,674
OR,DASPALLA,6757
OR,KHURDA,6755
OR,NAYAGARH,6753
OR,NIMAPARA,6758
OR,PURI,6752
OR,ATHGARH,6723
OR,CUTTACK,671
OR,DHANMANDAL,6725
OR,JAGATSINGHPUR,6724
OR,JAJAPUR ROAD,6726
OR,JAJAPUR TOWN,6728
OR,KENDRAPARA,6727
OR,NARSINGHPUR,6721
OR,PARDIP,6722
OR,PATTAMUNDAI,6729
OR,ANANDAPUR,6731
OR,ANUGUL,6764
OR,ATHMALLIK,6763
OR,BARBIL,6767
OR,CHHENDIPADA,6761
OR,DHENKANAL,6762
OR,GHATGAON,6733
OR,HINDOL,6732
OR,KAMAKHYANAGAR,6769
OR,KEONJHAR,6766
OR,PALLA HARA,6765
OR,PARAJANG,6768
OR,TALCHER,6760
OR,TELKOI,6735
OR,BISAM CUTTACK,6863
OR,BORIGUMA,6860
OR,GUDARI,6862
OR,GUNUPUR,6857
OR,JEYPORE,6854
OR,JHARIGAN,6867
OR,KALIMELA,6850
OR,KASHIPUR,6865
OR,KORAPUT,6852
OR,LAXMIPUR,6855
OR,MALKANGIRI,6861
OR,MATHILI,6864
OR,MOTU,6859
OR,NANDAPUR,6868
OR,NOWRANGAPUR,6858
OR,PAPADHANDI,6869
OR,RAYAGADA,6856
OR,SUNABEDA,6853
OR,UMERKOTE,6866
OR,BALIGUDA,6846
OR,BOUDH,6841
OR,DARINGBADI,6849
OR,G.UDAYAGIRI,6847
OR,KANTAMAL,6844
OR,KOTAGARH,6848
OR,PHIRINGIA,6845
OR,PHULBANI,6842
OR,PURUNA KATAK,6843
OR,TUMUDIBANDHA,6840
OR,ATTABIRA,6682
OR,BAGDIHI,6640
OR,BARGARH,6646
OR,BARKOT,6643
OR,DEODGARH,6641
OR,JAMANKIRA,6649
OR,JHARSUGUDA,6645
OR,JUJUMURA,6681
OR,KUCHINDA,6642
OR,NAKTIDEUL,6647
OR,PADMAPUR,6683
OR,PAIKAMAL,6684
OR,RAIRAKHOL,6644
OR,SAMBALPUR,663
OR,SOHELA,6685
OR,BANAIGARH,6626
OR,HEMGIRI,6621
OR,LAHUNIPARA,6625
OR,RAJGANGPUR,6624
OR,ROURKELA,661
OR,SUNDARGARH,6622
PB,AJNALA,1858
PB,AMRITSAR,183
PB,GOINDWAL,1859
PB,PATTI,1851
PB,RAYYA,1853
PB,TARAN TARAN,1852
PB,BHATINDA,164
PB,MANSA,1652
PB,PHULMANDI,1651
PB,RAMAN,1655
PB,SARDULGARH,1659
PB,CHANDIGARH,172
PB,ABOHAR,1634
PB,FARIDAKOT,1639
PB,FAZILKA,1638
PB,FEROZEPUR,1632
PB,GURUHARSAHAI,1685
PB,KOTKAPURA,1635
PB,MALAUT,1637
PB,MOGA,1636
PB,MUKTASAR,1633
PB,ZIRA,1682
PB,BALACHAUR,1885
PB,DASUA,1883
PB,GARHASHANKER,1884
PB,HOSHIARPUR,1882
PB,TANDA URMAR,1886
PB,JALLANDHAR,181
PB,KAPURTHALA,1822
PB,NAKODAR,1821
PB,NAWANSHAHAR,1823
PB,PHAGWARA,1824
PB,PHILLAUR,1826
PB,SULTANPUR LODHI,1828
PB,JAGRAON,1624
PB,LUDHIANA,161
PB,SAMRALA,1628
PB,BATALA,1871
PB,DINANAGAR,1875
PB,GURDASPUR,1874
PB,JUGIAL,1870
PB,PATHANKOT,186
PB,QUADIAN,1872
PB,NABHA,1765
PB,PATIALA,175
PB,RAJPURA,1762
PB,SAMANA,1764
PB,SARHIND,1763
PB,KHARAR,160
PB,NANGAL,1887
PB,ROPAR,1881
PB,BARNALA,1679
PB,MALERKOTLA,1675
PB,SANGRUR,1672
PB,SUNAM,1676
RJ,AJMER,145
RJ,BEAWAR,1462
RJ,KEKRI (E),1467
RJ,KEKRI (W) (BHINAI),1466
RJ,,1497
RJ,KISHANGARH (S),1463
RJ,NASIRABAD,1491
RJ,SARWAR,1496
RJ,ALWAR,144
RJ,BANSUR,1461
RJ,BEHROR,1494
RJ,KISHANGARHBAS (KHAIRTHAL),1460
RJ,LAXMANGARH (KHERLI),1492
RJ,MANDAWAR,1495
RJ,RAJGARH,1464
RJ,RAMGARH,1468
RJ,THANAGHAZI,1465
RJ,TIJARA (N) (BHIWADI),1493
RJ,TIJARA (S),1469
RJ,ASPUR,2967
RJ,BAGIDORA,2968
RJ,BANSWARA,2962
RJ,DUNGARPUR,2964
RJ,GERHI (PARTAPUR),2963
RJ,GHATOL,2961
RJ,KUSHALGARH,2965
RJ,SAGWARA,2966
RJ,BARMER(C),2982
RJ,BARMER (E) (GUDDA),2983
RJ,BARMER (N) (KANOT),2902
RJ,BARMER (S) SINDARI,2984
RJ,,2986
RJ,BARMER (W) (RAMSAR),2985
RJ,CHOHTAN (N),2989
RJ,CHOHTAN (S) (GANGASAR),2903
RJ,PACHPADRA (E) (KORNA),2980
RJ,PACHPADRA (W) (BALOTRA),2988
RJ,SHEO (E),2987
RJ,SHEO (W) (HARSANI),2981
RJ,SIWANA (E) (SAMDARI),2900
RJ,SIWANA (W),2901
RJ,BARI,5647
RJ,BASERI,5646
RJ,BAYANA,5648
RJ,BHARATPUR,5644
RJ,DEEG,5641
RJ,DHOLPUR,5642
RJ,KAMAN,5640
RJ,NADBAI,5643
RJ,RUPBAS,5645
RJ,ASIND,1480
RJ,BANERA,1487
RJ,BHILWARA,1482
RJ,HURDA (GULABPURA),1483
RJ,JAHAZPUR,1485
RJ,KOTRI,1488
RJ,MANDAL,1486
RJ,MANDALGARH,1489
RJ,RAIPUR,1481
RJ,SHAHAPURA,1484
RJ,BIKANER(C) (JAIMALSAR),1521
RJ,BIKANER (E) (JAMSAR),1522
RJ,BIKANER (N) (CHHATARGARH),1520
RJ,BIKANER (S),151
RJ,BIKANER (W) (POOGAL),1523
RJ,KOLAYAT-I (GODDO),1533
RJ,KOLAYAT-II,1534
RJ,KOLAYAT-III (BAJJU),1535
RJ,KOLAYAT-IV (DAITRA),1536
RJ,LUNKARANSAR-I (KANHOLI),1529
RJ,,1527
RJ,LUNKARANSAR-II (MAHAJAN),1526
RJ,LUNKARANSAR-IV,1528
RJ,NOKHA (E),1531
RJ,NOKHA (W) (NATHUSAR),1532
RJ,BUNDI,747
RJ,HINDOLI,7436
RJ,KESHORAIPATAN (PATAN),7438
RJ,NAINWA,7437
RJ,BARISADRI,1473
RJ,BEGUN(N),1474
RJ,BEGUN(S) (RAWATBHATA),1475
RJ,CHITTORGARH,1472
RJ,DUNGLA,1470
RJ,KAPASAN,1476
RJ,NIMBAHERA,1477
RJ,PRATAPGARH (N),1478
RJ,PRATAPGARH (S) (ARNOD),1479
RJ,RASHMI,1471
RJ,CHURU,1562
RJ,RAJGARH,1559
RJ,RATANGARH,1567
RJ,SARDARSHAHAR (S),1564
RJ,,1563
RJ,SRIDUNGARGARH (N)- DUNGARGH,1565
RJ,,1566
RJ,SUJANGARH(C) (BIDASAR),1560
RJ,SUJANGARH (E),1568
RJ,SUJANGARH (W) (LALGARH),1569
RJ,TARANAGAR,1561
RJ,AMBER (CHOMU),1423
RJ,BASSI,1429
RJ,BASWA (BANDIKUI),1420
RJ,DAUSA,1427
RJ,DUDU,1428
RJ,JAIPUR,141
RJ,JAMWA-RAMGARH (ACHROL),1426
RJ,KOTPUTLI,1421
RJ,LALSOT,1431
RJ,PHAGI,1430
RJ,PHULERA (E) (RENWAL),1424
RJ,PHULERA (W) (SAMBHAR),1425
RJ,VIRATNAGAR (SHAHPURA),1422
RJ,JAISALMER-1 (RAMGARH),2991
RJ,JAISALMER-10 (KHURI),3014
RJ,JAISALMER-11 (JAISALMER),2992
RJ,JAISALMER-12 (DEVIKOT),2993
RJ,JAISALMER-13 (MYAJLAR),3015
RJ,,3016
RJ,JAISALMER-2 (SADHNA),3018
RJ,JAISALMER-3 (NEHDAI),2999
RJ,JAISALMER-4 (SHAHGARH),3010
RJ,JAISALMER-5 (KHUIYALS),2998
RJ,JAISALMER-6 (PASEWAR),3011
RJ,JAISALMER-7 (MOHARGARH),2997
RJ,JAISALMER-8 (MEHSANA),3012
RJ,JAISALMER-9 (DHANAUA),3013
RJ,POKRAN-1 (NACHNA),2995
RJ,POKRAN-2 (MADASAR),3017
RJ,POKRAN-3 (LOHARKI),2996
RJ,POKRAN-4 (POKRAN),2994
RJ,POKRAN-5 (PHALSOOND),3019
RJ,AKLERA,7431
RJ,GANGDHAR,7435
RJ,JHALAWAR,7432
RJ,KHANPUR,7430
RJ,PACHPAHAR (BHAWANIMANDI),7433
RJ,PIRAWA (RAIPUR),7434
RJ,CHIRAWA,1596
RJ,JHUNJHUNU (N) (BISSAU),1595
RJ,JHUNJHUNU (S),1592
RJ,KHETRI,1593
RJ,UDAIPURWATI,1594
RJ,BILARA (N) (BHOPALGARH),2920
RJ,BILARA (S) (PIPARCITY),2930
RJ,JODHPUR (E),291
RJ,JODHPUR (W) (JHANWAR),2931
RJ,OSIAN (E) (DHANWARA),2927
RJ,OSIAN (N),2922
RJ,OSIAN (S) (MATHANIA),2926
RJ,PHALODI (E) (LOHAWAT),2923
RJ,PHALODI (N) (BAP),2921
RJ,PHALODI (S),2925
RJ,PHALODI (W) (BAROO),2924
RJ,SHERGARH (N) (BALESAR),2929
RJ,SHERGARH (N) (DEECHU),2928
RJ,ATRU,7451
RJ,BARAN,7453
RJ,CHHABRA,7452
RJ,CHHIPABORAD,7454
RJ,DIGOD (SULTANPUR),7455
RJ,,7456
RJ,LADPURA  (KOTA),744
RJ,MANGROL,7457
RJ,PIPALDA (SUMERGANJ MANDI),7458
RJ,RAMGANJ MANDI,7459
RJ,SAHABAD,7460
RJ,SANGOD,7450
RJ,DEEDWANA,1580
RJ,DEGANA,1587
RJ,JAYAL,1583
RJ,LADNUN,1581
RJ,MERTA (E)  (MERTA-CITY),1590
RJ,MERTA (W)  (GOTAN),1591
RJ,,1584
RJ,NAGAUR (N),1582
RJ,NAGAUR (W) (KHINWSAR),1585
RJ,NAWA (KUCHAMANCITY),1586
RJ,PARBATSAR (N) (MAKRANA),1588
RJ,PARBATSAR (S),1589
RJ,BALI (N)  (SUMERPUR),2933
RJ,BALI (S),2938
RJ,DESURI (RANI),2934
RJ,JAITARAN,2939
RJ,MARWAR-Jn,2935
RJ,PALI (N) (ROHAT),2936
RJ,PALI (S),2932
RJ,RAIPUR,2937
RJ,SOJAT (SOJAT-CITY),2960
RJ,BAMANWAS,7467
RJ,BONLI,7466
RJ,GANGAPUR,7463
RJ,HINDAUN,7469
RJ,KARAULI,7464
RJ,KHANDAR,7468
RJ,MAHUWA,7461
RJ,SAPOTRA,7465
RJ,SAWAIMADHOPUR,7462
RJ,,1576
RJ,DANTARAMGARH (W),1577
RJ,FATEHPUR,1571
RJ,LAXMANGARH (E),1573
RJ,LAXMANGARH (W) (NECHWA),1570
RJ,NEEM KA THANA,1574
RJ,SIKAR,1572
RJ,SRIMADHOPUR,1575
RJ,ABU ROAD,2974
RJ,AHORE,2978
RJ,BHINMAL (N),2969
RJ,BHINMAL (S) (JASAWANTPURA),2990
RJ,JALORE,2973
RJ,JALORE (W) (SAYLA),2977
RJ,PINDWARA,2971
RJ,REODAR,2975
RJ,SANCHORE (E),2979
RJ,SANCHORE (W) (HADECHA),2970
RJ,SHEOGANJ (POSALIYAN),2976
RJ,SIROHI,2972
RJ,ANUPGARH (E),1498
RJ,ANUPGARH (W) (GHARSANA),1506
RJ,BHADRA,1504
RJ,HANUMANGARH,1552
RJ,NOHAR(C) (RAWATSAR),1537
RJ,NOHAR (E),1555
RJ,NOHAR (W) (JEDASAR),1502
RJ,PADAMPUR,1505
RJ,RAISINGHNAGAR,1507
RJ,SADULSHAHAR,1503
RJ,SANGARIA,1499
RJ,SRIGANGANAGAR,154
RJ,SRIKARANPUR,1501
RJ,,1508
RJ,SURATGARH (S),1509
RJ,TIBBI,1539
RJ,DEOLI,1434
RJ,MALPURA,1437
RJ,NEWAI,1438
RJ,TODARAISINGH,1433
